,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
19717,30.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,452.0,5,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
4815,37.0,management,married,university.degree,unknown,no,no,telephone,may,wed,57.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
30910,28.0,blue-collar,single,university.degree,no,no,no,cellular,may,tue,585.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
29420,35.0,technician,married,university.degree,no,no,no,cellular,apr,mon,124.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
36480,31.0,admin.,single,high.school,no,no,no,cellular,jun,wed,137.0,3,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
25341,57.0,retired,married,high.school,no,no,no,cellular,nov,tue,486.0,2,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
3435,44.0,technician,married,professional.course,unknown,no,no,telephone,may,thu,284.0,5,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
12511,43.0,entrepreneur,married,basic.9y,unknown,yes,no,cellular,jul,mon,174.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
35662,37.0,admin.,divorced,university.degree,unknown,yes,no,cellular,may,mon,230.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
20664,57.0,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,846.0,4,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
16714,34.0,management,married,university.degree,no,no,no,cellular,jul,wed,85.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36617,53.0,housemaid,married,high.school,no,no,yes,cellular,jun,thu,147.0,1,999.0,2.0,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
20225,29.0,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,120.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
15818,31.0,blue-collar,single,basic.4y,unknown,yes,no,cellular,jul,mon,153.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
5805,31.0,admin.,single,high.school,no,yes,no,telephone,may,mon,100.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30001,53.0,admin.,married,university.degree,no,yes,no,cellular,apr,tue,158.0,2,6.0,1.0,success,-1.8,93.075,-47.1,1.405,5099.1,yes
41058,65.0,retired,married,basic.4y,no,yes,no,cellular,oct,wed,258.0,1,3.0,3.0,success,-1.1,94.601,-49.5,1.043,4963.6,yes
40053,55.0,admin.,married,high.school,no,no,no,telephone,jul,wed,229.0,1,9.0,1.0,success,-1.7,94.215,-40.3,0.802,4991.6,yes
9321,42.0,blue-collar,married,basic.9y,no,no,yes,telephone,jun,fri,213.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
18485,24.0,admin.,single,high.school,no,yes,no,cellular,jul,thu,725.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
30186,39.0,technician,married,basic.9y,no,yes,no,cellular,apr,thu,620.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
27127,40.0,management,married,university.degree,no,no,no,cellular,nov,fri,132.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
20569,33.0,technician,married,university.degree,no,yes,no,cellular,aug,tue,664.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
40492,42.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,261.0,1,6.0,1.0,success,-1.7,94.027,-38.3,0.898,4991.6,yes
30329,55.0,admin.,divorced,university.degree,no,no,no,cellular,apr,thu,260.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
27843,34.0,technician,married,professional.course,no,yes,yes,telephone,mar,mon,44.0,1,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.629,5099.1,no
681,45.0,housemaid,married,professional.course,unknown,yes,no,telephone,may,tue,1597.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
22257,45.0,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,76.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37414,32.0,technician,single,professional.course,no,no,no,cellular,aug,wed,313.0,2,999.0,1.0,failure,-2.9,92.201,-31.4,0.879,5076.2,yes
3972,35.0,blue-collar,married,basic.6y,no,yes,yes,telephone,may,mon,68.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
9186,35.0,admin.,single,university.degree,no,yes,no,telephone,jun,fri,358.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7877,41.0,self-employed,married,basic.4y,no,no,no,telephone,jun,mon,174.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
36360,41.0,entrepreneur,married,high.school,no,yes,no,cellular,jun,tue,169.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
12806,39.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,634.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
38282,28.0,technician,single,high.school,no,no,no,cellular,oct,wed,216.0,1,999.0,1.0,failure,-3.4,92.431,-26.9,0.742,5017.5,yes
1397,35.0,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,102.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
25242,46.0,technician,married,professional.course,no,yes,no,cellular,nov,tue,163.0,2,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
9956,33.0,entrepreneur,married,high.school,no,yes,no,telephone,jun,wed,177.0,8,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
19372,37.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,996.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
29179,39.0,admin.,married,university.degree,no,unknown,unknown,cellular,apr,fri,198.0,2,999.0,1.0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
38450,24.0,student,single,unknown,no,yes,no,cellular,oct,fri,460.0,1,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,yes
18580,36.0,admin.,married,high.school,no,yes,no,cellular,jul,thu,74.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
35833,81.0,retired,divorced,unknown,unknown,yes,yes,cellular,may,fri,176.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes
14755,24.0,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,wed,349.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
5529,44.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,181.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
11006,29.0,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,234.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
2684,51.0,admin.,married,basic.4y,unknown,yes,no,telephone,may,wed,942.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
15986,31.0,blue-collar,single,high.school,no,no,no,cellular,jul,tue,78.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2640,23.0,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,116.0,4,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
19284,51.0,technician,married,professional.course,no,no,no,cellular,aug,wed,221.0,9,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
17497,44.0,services,divorced,high.school,no,yes,yes,cellular,jul,mon,395.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40347,64.0,retired,married,professional.course,no,no,no,cellular,aug,tue,482.0,1,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,yes
14067,29.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,822.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
20213,45.0,admin.,married,university.degree,no,no,no,cellular,aug,mon,608.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
30349,18.0,student,single,basic.4y,no,yes,yes,cellular,apr,thu,184.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
38350,28.0,management,single,university.degree,no,no,no,cellular,oct,fri,324.0,1,999.0,1.0,failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5,yes
35975,42.0,technician,married,professional.course,no,no,no,cellular,may,mon,85.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
31436,46.0,services,married,high.school,unknown,no,no,cellular,may,wed,765.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.334,5099.1,yes
17616,46.0,management,married,basic.9y,unknown,no,no,cellular,jul,mon,83.0,7,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39953,37.0,unemployed,married,university.degree,unknown,yes,no,cellular,jun,mon,614.0,3,3.0,2.0,success,-1.7,94.055,-39.8,0.754,4991.6,yes
13474,32.0,admin.,divorced,university.degree,no,no,no,cellular,jul,thu,75.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36499,34.0,technician,married,professional.course,no,yes,no,cellular,jun,wed,302.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
12596,50.0,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,1165.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31648,32.0,admin.,single,professional.course,no,yes,yes,cellular,may,thu,1046.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
7689,27.0,admin.,married,basic.9y,no,yes,no,telephone,may,fri,231.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
24800,36.0,self-employed,single,basic.9y,no,no,no,cellular,nov,tue,94.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
7719,43.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,745.0,12,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
28418,30.0,self-employed,single,university.degree,no,no,no,cellular,apr,thu,245.0,3,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes
1186,38.0,self-employed,single,university.degree,no,no,no,telephone,may,thu,238.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
38782,34.0,admin.,single,university.degree,no,no,no,cellular,nov,thu,135.0,1,6.0,1.0,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
28520,26.0,unemployed,single,university.degree,no,yes,no,telephone,apr,tue,300.0,3,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
29971,31.0,technician,single,university.degree,no,no,yes,cellular,apr,tue,333.0,3,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
33118,30.0,services,single,basic.6y,no,yes,no,cellular,may,tue,208.0,6,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
30448,35.0,services,married,basic.6y,no,no,no,cellular,may,mon,392.0,2,3.0,2.0,success,-1.8,92.893,-46.2,1.354,5099.1,yes
9133,31.0,admin.,single,university.degree,no,no,no,telephone,jun,fri,19.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
39658,41.0,unemployed,married,basic.9y,no,yes,no,cellular,may,thu,306.0,1,6.0,4.0,success,-1.8,93.876,-40.0,0.6829999999999999,5008.7,yes
9699,48.0,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,65.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
27658,50.0,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,72.0,3,1.0,2.0,success,-0.1,93.2,-42.0,4.021,5195.8,no
17821,56.0,technician,married,professional.course,no,yes,no,cellular,jul,tue,208.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2874,28.0,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,wed,143.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3402,46.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,194.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32347,32.0,admin.,married,university.degree,no,no,no,cellular,may,fri,209.0,2,999.0,1.0,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
22338,49.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,1877.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
37433,56.0,admin.,married,basic.9y,no,no,no,cellular,aug,wed,338.0,2,4.0,1.0,success,-2.9,92.201,-31.4,0.879,5076.2,yes
18977,30.0,admin.,single,university.degree,no,yes,no,cellular,aug,mon,857.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
36708,20.0,student,single,high.school,no,yes,no,cellular,jun,fri,201.0,2,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
40940,49.0,admin.,married,high.school,unknown,no,no,cellular,oct,wed,169.0,1,6.0,3.0,success,-1.1,94.601,-49.5,0.985,4963.6,yes
39389,56.0,admin.,single,university.degree,no,no,no,cellular,mar,wed,193.0,1,5.0,1.0,success,-1.8,93.369,-34.8,0.634,5008.7,yes
16028,33.0,services,married,high.school,no,yes,no,cellular,jul,tue,278.0,5,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40988,44.0,technician,married,high.school,no,yes,yes,cellular,oct,mon,159.0,2,999.0,1.0,failure,-1.1,94.601,-49.5,1.0,4963.6,no
15298,28.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,125.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
40943,35.0,admin.,married,university.degree,no,no,no,cellular,oct,wed,194.0,1,3.0,2.0,success,-1.1,94.601,-49.5,0.985,4963.6,yes
1172,53.0,blue-collar,married,high.school,unknown,no,yes,telephone,may,thu,109.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
34006,40.0,technician,married,basic.6y,no,yes,no,cellular,may,wed,156.0,5,999.0,1.0,failure,-1.8,92.893,-46.2,1.281,5099.1,no
20686,32.0,technician,married,professional.course,no,yes,no,cellular,aug,wed,159.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18103,40.0,unemployed,divorced,university.degree,no,yes,no,cellular,jul,wed,1373.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
2761,40.0,housemaid,divorced,basic.6y,unknown,yes,no,telephone,may,wed,477.0,5,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30437,59.0,housemaid,married,professional.course,no,no,no,cellular,may,mon,675.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
41006,37.0,housemaid,married,university.degree,no,no,no,cellular,oct,thu,453.0,1,6.0,2.0,success,-1.1,94.601,-49.5,1.025,4963.6,yes
40240,42.0,unknown,single,university.degree,no,no,no,cellular,jul,fri,366.0,6,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,yes
29668,71.0,retired,married,university.degree,no,no,no,cellular,apr,mon,349.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
35754,32.0,services,married,high.school,unknown,yes,no,cellular,may,mon,536.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
34465,39.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,607.0,3,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
34541,29.0,services,single,high.school,no,no,no,cellular,may,thu,138.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
37394,49.0,admin.,married,high.school,no,yes,no,cellular,aug,wed,668.0,2,15.0,1.0,success,-2.9,92.201,-31.4,0.879,5076.2,yes
14209,28.0,admin.,single,university.degree,no,yes,no,cellular,jul,mon,219.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28632,30.0,admin.,married,high.school,unknown,yes,no,cellular,apr,thu,648.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
23470,55.0,admin.,married,high.school,no,yes,yes,cellular,aug,wed,61.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35542,35.0,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,42.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
15479,43.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,101.0,6,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
24056,36.0,self-employed,single,university.degree,no,yes,no,telephone,oct,thu,248.0,1,999.0,0.0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,yes
34915,43.0,entrepreneur,married,professional.course,no,yes,no,cellular,may,fri,311.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.25,5099.1,yes
29226,47.0,admin.,married,university.degree,unknown,yes,yes,cellular,apr,fri,126.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
19121,41.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,766.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
2238,36.0,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,143.0,4,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37855,62.0,retired,married,professional.course,no,yes,yes,cellular,aug,fri,517.0,2,999.0,1.0,failure,-2.9,92.201,-31.4,0.825,5076.2,yes
39549,37.0,technician,married,professional.course,no,no,no,cellular,apr,thu,277.0,1,18.0,1.0,success,-1.8,93.749,-34.6,0.659,5008.7,yes
40404,41.0,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,736.0,1,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
38493,29.0,services,married,high.school,no,no,no,cellular,oct,tue,424.0,1,999.0,1.0,failure,-3.4,92.431,-26.9,0.728,5017.5,yes
10684,28.0,student,single,high.school,unknown,no,no,telephone,jun,tue,256.0,9,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
17076,46.0,admin.,married,professional.course,no,no,no,cellular,jul,fri,359.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34410,52.0,blue-collar,unknown,basic.4y,no,no,no,cellular,may,thu,1180.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
17947,38.0,management,divorced,university.degree,no,yes,no,cellular,jul,tue,543.0,9,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
7814,60.0,management,married,university.degree,no,no,no,telephone,jun,mon,526.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
25883,29.0,management,married,basic.9y,no,no,no,cellular,nov,wed,69.0,2,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
3201,57.0,blue-collar,married,unknown,unknown,yes,no,telephone,may,thu,106.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
3174,42.0,services,divorced,basic.6y,no,yes,no,telephone,may,thu,1074.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
40358,21.0,student,single,high.school,no,yes,no,cellular,aug,tue,263.0,3,9.0,2.0,success,-1.7,94.027,-38.3,0.899,4991.6,yes
30316,51.0,technician,divorced,high.school,no,no,yes,cellular,apr,thu,306.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
39969,38.0,technician,single,university.degree,no,yes,no,cellular,jun,mon,737.0,6,999.0,0.0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,yes
35371,34.0,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,fri,415.0,4,999.0,1.0,failure,-1.8,92.893,-46.2,1.25,5099.1,yes
10141,39.0,management,married,university.degree,no,no,yes,telephone,jun,thu,127.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
6873,46.0,admin.,single,high.school,unknown,yes,no,telephone,may,wed,104.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30063,42.0,technician,married,high.school,no,yes,no,cellular,apr,thu,163.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
35316,51.0,admin.,married,high.school,no,yes,yes,cellular,may,fri,1002.0,4,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
15983,24.0,admin.,single,high.school,no,yes,no,telephone,jul,mon,722.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
30008,27.0,services,single,high.school,no,yes,no,cellular,apr,tue,204.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
27130,55.0,admin.,married,high.school,no,no,no,cellular,nov,fri,148.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
38455,98.0,retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,272.0,2,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,yes
36888,53.0,admin.,married,university.degree,no,no,yes,telephone,jun,thu,1603.0,10,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,yes
28612,56.0,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,wed,185.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
6695,53.0,technician,married,professional.course,unknown,no,no,telephone,may,wed,864.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
22052,31.0,technician,single,university.degree,no,no,no,cellular,aug,wed,559.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39443,26.0,admin.,single,university.degree,no,yes,yes,cellular,apr,tue,295.0,4,6.0,2.0,success,-1.8,93.749,-34.6,0.644,5008.7,yes
33584,26.0,self-employed,married,basic.4y,no,yes,no,cellular,may,tue,134.0,4,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
17109,36.0,services,single,high.school,no,yes,no,cellular,jul,fri,862.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
9479,46.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,86.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30779,37.0,blue-collar,married,unknown,no,yes,no,cellular,may,tue,696.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.344,5099.1,no
22434,41.0,self-employed,married,professional.course,no,yes,no,cellular,aug,fri,326.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
19100,44.0,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,67.0,4,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
40367,47.0,admin.,married,university.degree,no,unknown,unknown,cellular,aug,wed,288.0,1,10.0,2.0,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
1251,43.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,190.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
29210,27.0,admin.,single,high.school,no,yes,no,cellular,apr,fri,108.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
32655,52.0,services,married,high.school,unknown,yes,no,telephone,may,mon,243.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
37582,29.0,blue-collar,single,basic.6y,no,no,no,cellular,aug,fri,260.0,3,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.8690000000000001,5076.2,yes
17468,45.0,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,201.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
21566,43.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,166.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
7289,58.0,retired,married,basic.9y,unknown,yes,no,telephone,may,thu,828.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
38439,25.0,services,single,high.school,no,yes,no,cellular,oct,thu,260.0,2,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,yes
37831,50.0,admin.,married,university.degree,no,no,yes,cellular,aug,thu,460.0,1,15.0,2.0,failure,-2.9,92.201,-31.4,0.8290000000000001,5076.2,yes
15951,39.0,management,married,university.degree,unknown,yes,no,cellular,jul,mon,908.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
40542,30.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,343.0,1,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.8859999999999999,4991.6,yes
